algo,seed,train_step,eval_mean_return,eval_std_return,wall_time_sec
a2c,1,0,-921.6664467,617.3417024790323,0.24251008033752441
a2c,1,10000,-430.8380853,345.5885359850245,11.279510974884033
a2c,1,20000,-78.717825,130.33675925871063,17.411680936813354
a2c,1,30000,33.437757899999994,104.37832305696175,24.277750968933105
a2c,1,40000,20.122809399999998,88.90178604933277,30.73067283630371
a2c,1,50000,71.0028958,129.1574116784343,35.136828899383545
a2c,1,60000,117.31944179999998,125.38241295549652,39.656484842300415
a2c,1,70000,-131.0898521,27.600254202793376,44.98612880706787
a2c,1,80000,-44.48003189999999,97.76458439323382,59.78114676475525
a2c,1,90000,-22.318875600000002,20.94372097646995,64.85160803794861
a2c,1,100000,-18.0667784,47.154208932818065,68.50649285316467
a2c,1,110000,3.1081877,25.43967644572745,71.96965384483337
a2c,1,120000,-4.5038187999999995,24.877919568504037,75.38816094398499
a2c,1,130000,-49.29319399999999,34.96338214395499,79.1645770072937
a2c,1,140000,-1.3629406,24.046808481605126,82.78458595275879
a2c,1,150000,-709.7121197999999,727.0190581333002,92.5680718421936
a2c,1,160000,-730.7583404,897.3985084853273,104.35880494117737
a2c,1,170000,9.215893900000001,24.250874444409256,110.04514575004578
a2c,1,180000,114.61177760000001,110.84757124785389,117.93717074394226
a2c,1,190000,89.51871639999999,113.6752514335823,124.1210286617279
a2c,1,200000,111.2057894,124.74907026433098,130.85517168045044
a2c,1,210000,166.3534811,106.40531641689242,139.66715598106384
a2c,1,220000,178.27373319999998,46.390008477599274,151.01716589927673
a2c,1,230000,107.49127419999999,116.60828971337294,159.42976093292236
a2c,1,240000,111.3386493,128.86716607104503,166.16988492012024
a2c,1,250000,49.02017,129.230583583665,172.2175009250641
a2c,1,260000,-22.965279999999996,137.02509090158702,180.03156185150146
a2c,1,270000,-49.92356999999999,81.71565265339174,187.92507791519165
a2c,1,280000,2.5521573,133.09424469032317,193.16596674919128
a2c,1,290000,-5.021564000000001,126.68431203937232,198.36785984039307
a2c,1,300000,-31.780586899999996,66.6927800663725,202.9243278503418
